respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.20043000933149202,0.1658520427944248
26708,0.03488688948000064,0.07447027210948663
26709,0.672115919971281,0.720260021169035
26710,0.8778463632707653,0.8872908323297871
26711,0.4259701874925251,0.4047408439315576
26712,0.9753539618653503,0.9304726163001452
26713,0.6116910580210515,0.6526642229481237
26714,0.12354952592228571,0.11533712218314603
26715,0.11231617698755435,0.10955223691270193
26716,0.8891510707351102,0.8932125582723897
26717,0.41727576860161125,0.3905729551196189
26718,0.5693723842980778,0.5941630860474063
26719,0.9488060969412576,0.9209189809192994
26720,0.2303715440719549,0.18908411636135025
26721,0.38750480957365996,0.3526640481270947
26722,0.10191809026053525,0.10394936386635975
26723,0.9275545065102639,0.9114973555709287
26724,0.7439180347605286,0.792993957074467
26725,0.048924903727472976,0.08003857907548674
26726,0.06542139391331464,0.08653159456697242
26727,0.8863717978633563,0.8927217219433947
26728,0.5430192400545899,0.5603778537272758
26729,0.8350646440315491,0.8616227207028171
26730,0.20364487433347753,0.16900674754694978
26731,0.2101408784163492,0.17321650895080642
26732,0.12242663014287847,0.11533465916588118
26733,0.9541940006531325,0.9226472111029503
26734,0.3927725713203534,0.3619157945479667
26735,0.3284355752324001,0.2830016383256428
26736,0.14225764917606348,0.12595587730108881
26737,0.10397288366091027,0.10397099938072085
26738,0.8966890955025227,0.89759868860733
26739,0.2454311439305989,0.2012971430082513
26740,0.11764968776459984,0.1116067501545068
26741,0.8545894719169823,0.8742973510400853
26742,0.39232822922085586,0.3586528849976359
26743,0.45560324275822217,0.445291758299964
26744,0.7289356429701911,0.7770255394774477
26745,0.8284696786879788,0.8595368185849451
26746,0.3566652755573952,0.31247344887908907
26747,0.13786397003307965,0.12327392392237961
26748,0.06137848294173788,0.08534550107849286
26749,0.718613144503474,0.768443415889415
26750,0.853004368626096,0.8731768127584529
26751,0.750693924366409,0.7985307994371695
26752,0.09373751489209797,0.09909240187042591
26753,0.6335406017429838,0.6745967393191873
26754,0.45596671731377525,0.44790807702477253
26755,0.43033531290822036,0.4086860680515455
26756,0.03893364847078443,0.07596875210662782
26757,0.4834170635139633,0.4768839165447781
26758,0.8480539064685274,0.8702939436837965
26759,0.1938110823080067,0.16128267761263668
26760,0.072311353541505,0.08920425874896806
26761,0.7748198197133568,0.820281150864719
26762,0.8582814179437782,0.8783432278299927
26763,0.9667018284509535,0.9274761985350698
26764,0.9738093329714023,0.9301151853164009
26765,0.6913650790493114,0.7403655449425943
26766,0.1370861286134436,0.12348261318422572
26767,0.7594903416264415,0.80436737732979
26768,0.38293154113675437,0.3443529827447985
26769,0.13452241032288623,0.12165731903593521
26770,0.487489578285444,0.49339923701917704
26771,0.10849635061341904,0.10553100907046925
26772,0.4930612711692679,0.49920458403980295
26773,0.2559537424098612,0.21374055815975254
26774,0.330584540858899,0.278816592307179
26775,0.4824958826195664,0.4787417728123168
26776,0.46164032266975785,0.4496795127198881
26777,0.9164131160613187,0.906689685321682
26778,0.04460120160828273,0.07829167961367844
26779,0.6468862254479746,0.6927085535351784
26780,0.9129067683691717,0.9054174451140954
26781,0.4357568122746093,0.41629230539616857
26782,0.3286423377603129,0.28811709366785665
26783,0.27072427307351277,0.22373201018132113
26784,0.7936909917629137,0.8306901029367206
26785,0.6011886895604321,0.6319213921560377
26786,0.18409297117301535,0.15253560504387184
26787,0.6037901554854532,0.6390676263288021
26788,0.8864130733122819,0.8925623462291492
26789,0.1938172647847238,0.16176678122637891
26790,0.22389038977265222,0.1849730414062788
26791,0.09575904714209514,0.10086550194280078
26792,0.7364042769098941,0.7855824834724048
26793,0.9411205497374849,0.9174770602309411
26794,0.8561857435335497,0.8750100053199155
26795,0.9614574336483361,0.9252889908835115
26796,0.04957541252819915,0.08030792155810464
26797,0.7416493088842192,0.7869122370380932
26798,0.18895008537195118,0.15665412771174517
26799,0.25195198772477556,0.20540350639294655
26800,0.9404800809531614,0.9171991368301846
26801,0.2973525785957686,0.2470922684312877
26802,0.17058616360760467,0.14286516822076584
26803,0.14608754948082364,0.12816473244128462
26804,0.0743082807357196,0.0904424640616195
26805,0.1662169122179246,0.14273939846891756
26806,0.9293883979087444,0.91229023347532
26807,0.8613781424060658,0.8779052585555911
26808,0.3368099153791469,0.2924604221929454
26809,0.18993758573513936,0.1551746686548346
26810,0.10388207174550616,0.10522540056207808
26811,0.05901196969254346,0.08404896026379223
26812,0.9017465528462523,0.8989134773910372
26813,0.41261124729790305,0.39018502684967515
26814,0.6599159235780114,0.7026866065720099
26815,0.04379059390342308,0.07776818896891684
26816,0.10063897413902832,0.10254824395776366
26817,0.475659212914165,0.4712111838800025
26818,0.23908828923565084,0.19705653696701694
26819,0.2695328637229733,0.22141886356970938
26820,0.17705581363331865,0.14694993990115002
26821,0.6773884536503821,0.7322445062912746
26822,0.681410375738944,0.7307410606458369
26823,0.32026972824603667,0.27339524057896863
26824,0.73397671319892,0.7806080414663248
26825,0.6630071731413836,0.711652677909728
26826,0.649405674705993,0.6921505388042881
26827,0.09698750216512787,0.10154372401118462
26828,0.46959740919368226,0.4618676335319699
26829,0.9172783236725035,0.9064946009594606
26830,0.7315511411042287,0.7808429032421608
26831,0.911029852365283,0.9045077966216163
26832,0.7084436337724193,0.7579010380795598
26833,0.575561941769955,0.5993126016902772
26834,0.5037131449471466,0.5057061419552682
26835,0.8375651223837229,0.8644249541593865
26836,0.7396798808880858,0.7888925823475065
26837,0.037802331272269535,0.07550408092001686
26838,0.38967172440312436,0.3585217759345781
26839,0.41816375627241636,0.38294530718925335
26840,0.13487740986054028,0.12244328217681538
26841,0.730422186620508,0.7783197342126201
26842,0.18752797074732447,0.155121434022731
26843,0.049443415006149224,0.07998738034681623
26844,0.35878058169511656,0.3193871928921749
26845,0.7084564205414319,0.7528239248991817
26846,0.8481448988621302,0.870137776369309
26847,0.12225642230776367,0.11495847586685996
26848,0.7188128663666407,0.7678534241761189
26849,0.6363374556242016,0.681387389378311
26850,0.681030853983149,0.7291077156378691
26851,0.06436312218030667,0.08622482765272793
26852,0.05845446122868841,0.08372101245991646
26853,0.471733051347646,0.46247348994879295
26854,0.08150708897506198,0.09401164120196119
26855,0.8468571696739865,0.8706880899085254
26856,0.028481064909337092,0.07199773763758359
26857,0.1410167201074203,0.12704754298005108
26858,0.632721650006148,0.6724052064886473
26859,0.08408137166422834,0.09499263870599815
26860,0.14450978778059542,0.12754005947483113
26861,0.09003467070740626,0.09773971697419932
26862,0.21507312672378046,0.17432917117885874
26863,0.40901628217850355,0.3795731661137285
26864,0.36255023345073967,0.324922320641235
26865,0.044493734649933336,0.07797773192348698
26866,0.6374462949983475,0.6803485949334013
26867,0.183445944742956,0.15361416240331588
26868,0.9306256187690559,0.9128329078171453
26869,0.18914812163169348,0.15932129889874502
26870,0.9028328109169456,0.9002440534131622
26871,0.048167931699252625,0.07975893269256902
26872,0.2878455923273502,0.2366441247211707
26873,0.7787811026615751,0.8210745885680371
26874,0.10164681193661207,0.10360444241451147
26875,0.8614584511512277,0.8794747796154393
26876,0.05910070309054313,0.08402403417231565
26877,0.11556801061890502,0.11125584413257238
26878,0.23458534741246326,0.19714814513932358
26879,0.0377746928180385,0.0753963050026832
26880,0.08342514918667625,0.09517051303754102
26881,0.08228102529769198,0.0944076034294423
26882,0.058231434668214115,0.08350720140103936
26883,0.2838875589216023,0.24017861089012643
26884,0.2655268779069123,0.21577201263896414
26885,0.7222478603384276,0.7742756347540336
26886,0.8559187730535917,0.8745440951063679
26887,0.8875798067727745,0.8928921454253393
26888,0.9743903555839634,0.9301535014570763
26889,0.13547934596988345,0.12182131719309487
26890,0.30028762610943277,0.2556084358072668
26891,0.8068275153668497,0.8439514278570759
26892,0.7432392714318825,0.7974288775287074
26893,0.10257225033277102,0.10385922517353736
26894,0.23492356141504417,0.18918207256831418
26895,0.8132375996413721,0.8472565543819518
26896,0.054146992607222375,0.08211356742478806
26897,0.47854583151821495,0.4802238518333712
26898,0.6031033316742949,0.6373420593993945
26899,0.056776000805028405,0.08285273501407008
26900,0.22375342200275344,0.18374450354889166
26901,0.4093377532246456,0.37929234744611406
26902,0.9152256199422799,0.9059070101576691
26903,0.1064916885763265,0.10720534571246394
26904,0.34276810819705045,0.30096471389582025
26905,0.8994012374449526,0.899099186300861
26906,0.30303857991363636,0.2562442652168265
26907,0.515250852075141,0.52609105265788
26908,0.7186205827867265,0.7708934570630354
26909,0.109371637207886,0.10704376961782466
26910,0.31676353602635304,0.27027834777033083
26911,0.10076406663976162,0.10280626127989129
26912,0.9279026392357831,0.912212578174892
26913,0.8094750385004226,0.8461446436258989
26914,0.15611750434174337,0.1343580410867697
26915,0.5823175271545615,0.6059791906466566
26916,0.3163750717802723,0.27104367640571897
26917,0.0675088116628524,0.08745499672509006
26918,0.9592234272802971,0.9245806226144441
26919,0.4099301085663103,0.3827178250789755
26920,0.08999917564102435,0.0977239085694532
26921,0.8997357880669196,0.8986302438681687
26922,0.7564167296135105,0.8025530261708869
26923,0.47606353252947464,0.46973106953485
26924,0.9622627002615887,0.9259711209717804
26925,0.8502814662249011,0.871218782786212
26926,0.4560601234835341,0.44686329721098134
26927,0.7307204780069395,0.7776631287667788
26928,0.6439722909429222,0.6834644099319249
26929,0.18991663529781436,0.15616868892699093
26930,0.8466116146057793,0.8710265040474242
26931,0.34590800041752945,0.3051822467935135
26932,0.9497119011483246,0.9208489907523066
26933,0.5881480713092813,0.6205074352601487
26934,0.5951404162359467,0.6241164961950917
26935,0.49061209512560117,0.49067928339323325
26936,0.10762823258518861,0.10762072843632464
26937,0.8320114523766309,0.8597483396894416
26938,0.043153023645831935,0.07781132302666481
26939,0.11694509937204854,0.11118725504225456
26940,0.16096619986533978,0.13678629532038264
26941,0.4151921255326993,0.3870238892062229
26942,0.8322232139995894,0.8604224097048592
26943,0.6336699211281891,0.6782050405077407
26944,0.15688097652482125,0.13504943396627583
26945,0.5943330953312872,0.625687901075005
26946,0.6809321389124162,0.7291650070477796
26947,0.5048228317268955,0.5112609876539093
26948,0.06437968262438767,0.08626822039430741
26949,0.05621647321229859,0.082954498624014
26950,0.648186857683707,0.6903096454340565
26951,0.24303471483997857,0.20049564070401346
26952,0.93318843528086,0.9142220042043435
26953,0.9057686794042702,0.9024882239163609
26954,0.0847308367126469,0.09576413012674775
26955,0.7711815555581336,0.815178272134098
26956,0.25603036574523713,0.21128886127913357
26957,0.954662024813254,0.9228940458144405
26958,0.8545571362469034,0.8735736877498088
26959,0.19301923493507395,0.16065179697898319
26960,0.06340252875678738,0.08574864498898556
